Year,Basin,TL,Age,Sex
2012,Winnibigoshish,403,3,M
2012,Winnibigoshish,404,3,M
2012,Winnibigoshish,404,3,M
2012,Winnibigoshish,408,3,M
2012,Winnibigoshish,431,3,M
2012,Winnibigoshish,390,4,M
2012,Winnibigoshish,401,4,M
2012,Winnibigoshish,401,4,M
2012,Winnibigoshish,403,4,M
2012,Cut Foot Sioux,404,4,M
2012,Winnibigoshish,412,4,M
2012,Winnibigoshish,413,4,M
2012,Winnibigoshish,413,4,M
2012,Winnibigoshish,422,4,M
2012,Cut Foot Sioux,439,4,M
2012,Winnibigoshish,388,5,M
2012,Winnibigoshish,398,5,M
2012,Winnibigoshish,406,5,M
2012,Winnibigoshish,411,5,M
2012,Winnibigoshish,415,5,M
2012,Winnibigoshish,416,5,M
2012,Winnibigoshish,420,5,M
2012,Winnibigoshish,421,5,M
2012,Winnibigoshish,421,5,M
2012,Winnibigoshish,422,5,M
2012,Winnibigoshish,424,5,M
2012,Winnibigoshish,424,5,M
2012,Winnibigoshish,424,5,M
2012,Winnibigoshish,425,5,M
2012,Winnibigoshish,426,5,M
2012,Cut Foot Sioux,427,5,M
2012,Winnibigoshish,431,5,M
2012,Winnibigoshish,432,5,M
2012,Winnibigoshish,432,5,M
2012,Winnibigoshish,432,5,M
2012,Winnibigoshish,432,5,M
2012,Winnibigoshish,433,5,M
2012,Winnibigoshish,434,5,M
2012,Winnibigoshish,434,5,M
2012,Winnibigoshish,436,5,M
2012,Winnibigoshish,436,5,M
2012,Winnibigoshish,438,5,M
2012,Winnibigoshish,438,5,M
2012,Winnibigoshish,439,5,M
2012,Winnibigoshish,440,5,M
2012,Winnibigoshish,442,5,M
2012,Winnibigoshish,444,5,M
2012,Winnibigoshish,447,5,M
2012,Winnibigoshish,447,5,M
2012,Winnibigoshish,448,5,M
2012,Winnibigoshish,451,5,M
2012,Winnibigoshish,453,5,M
2012,Winnibigoshish,457,5,M
2012,Cut Foot Sioux,458,5,M
2012,Winnibigoshish,462,5,M
2012,Winnibigoshish,464,5,M
2012,Winnibigoshish,468,5,M
2012,Winnibigoshish,473,5,M
2012,Winnibigoshish,473,5,M
2012,Winnibigoshish,478,5,M
2012,Winnibigoshish,437,6,M
2012,Winnibigoshish,437,6,M
2012,Cut Foot Sioux,439,6,M
2012,Winnibigoshish,442,6,M
2012,Winnibigoshish,446,6,M
2012,Winnibigoshish,446,6,M
2012,Winnibigoshish,447,6,M
2012,Winnibigoshish,449,6,M
2012,Winnibigoshish,450,6,M
2012,Cut Foot Sioux,459,6,M
2012,Winnibigoshish,461,6,M
2012,Cut Foot Sioux,462,6,M
2012,Winnibigoshish,463,6,M
2012,Winnibigoshish,467,6,M
2012,Winnibigoshish,467,6,M
2012,Cut Foot Sioux,468,6,M
2012,Winnibigoshish,473,6,M
2012,Cut Foot Sioux,474,6,M
2012,Cut Foot Sioux,480,6,M
2012,Winnibigoshish,480,6,M
2012,Winnibigoshish,481,6,M
2012,Winnibigoshish,460,7,M
2012,Cut Foot Sioux,470,7,M
2012,Winnibigoshish,484,7,M
2012,Cut Foot Sioux,496,7,M
2012,Winnibigoshish,496,7,M
2012,Winnibigoshish,482,8,M
2012,Winnibigoshish,504,8,M
2012,Cut Foot Sioux,483,10,M
2012,Winnibigoshish,581,16,M
